artist,track
Steamhammer,Fran And Dee Take A Ride - Remastered
Edgar Broughton Band,The Birth - 2004 Remaster
Edgar Broughton Band,Piece of My Own - 2004 Remaster
The Doors,Hyacinth House
The Doors,Queen of the Highway
The Doors,Moonlight Drive
Jim Morrison,Newborn Awakening
Judas Priest,You've Got Another Thing Coming
The Marshall Tucker Band,Ab's Song
Pearl Jam,Dissident - Remastered
The Beatles,Doctor Robert - Remastered 2009
The Beatles,Fixing A Hole - Remastered 2009
The Beatles,If I Needed Someone - Remastered 2009
George Harrison,Art of Dying - 2014 Remaster
The Beatles,Wait - Remastered 2009
The Beatles,Think For Yourself - Remastered 2009
King Crimson,ProzaKc Blues
The Beatles,Not Guilty - Anthology 3 Version
Led Zeppelin,What Is and What Should Never Be - 1990 Remaster
The Beatles,I've Got A Feeling - Remastered 2009
The Beatles,Savoy Truffle - Remastered 2009
Led Zeppelin,Achilles Last Stand - Remaster
The Beatles,Another Girl - Remastered 2009
The Beatles,The Night Before - Remastered 2009
The Beatles,The Word - Remastered 2009
The Beatles,What You're Doing - Remastered 2009
John Lennon,I Found Out - Remastered 2010
The Beatles,The Continuing Story Of Bungalow Bill - Remastered 2009
The Beatles,Paperback Writer - Remastered 2009
The Doors,Spanish Caravan
The Beatles,Don't Bother Me - Remastered 2009
The Beatles,Day Tripper - Remastered 2009
The Beatles,Old Brown Shoe - Remastered 2009
Bob Dylan,Stuck Inside of Mobile with the Memphis Blues Again
The Yardbirds,Knowing That I'm Losing You (Tangerine)
The Beatles,And Your Bird Can Sing - Remastered 2009
The Doors,Love Her Madly
The Doors,People Are Strange
The Beatles,Two Of Us - 2021 Mix
King Crimson,Groon (single B-side)
John Lennon,Gimme Some Truth - Remastered 2010
Led Zeppelin,The Rover - Remaster
Nirvana,All Apologies - Live
Elliott Smith,Between The Bars
Led Zeppelin,Carouselambra - Remaster
John Lennon,Remember - Remastered 2010
Soundgarden,Fell On Black Days
Led Zeppelin,Good Times Bad Times - 1993 Remaster
The Doors,Roadhouse Blues
Jerry Garcia & Merl Saunders,I Was Made to Love Her - Live
Grateful Dead,Box of Rain - 2013 Remaster
Bob Dylan,Queen Jane Approximately
The Beatles,Lovely Rita - Remastered 2009
Area,Gioia e rivoluzione
Osanna,Tema
Jethro Tull,Thick as a Brick - Edit #1; 2001 Remaster
Premiata Forneria Marconi,Peninsula
Spirit,Taurus
Triumvirat,Million Dollars - Edit / Digital Remaster
Premiata Forneria Marconi,Old Rain
Museo Rosenbach,Zarathustra- Al Di La Del Bene E
Arti & Mestieri,Valzer per domani
Alice In Chains,Would? (2022 Remaster)
The Doors,Riders on the Storm
The Doors,The Changeling
The Beatles,I'm Looking Through You - Remastered 2009
The Beatles,Dear Prudence - Remastered 2009
George Harrison,Run of the Mill - 2014 Remaster
Traveling Wilburys,New Blue Moon
The Yardbirds,Over Under Sideways Down (Stereo Version) - Remastered
The Beatles,Sexy Sadie - Remastered 2009
Jimi Hendrix,Gypsy Eyes
Jimi Hendrix,Ezy Ryder
Santana,Batuka
Richard Thompson,1952 Vincent Black Lightning
Trampled by Turtles,Ain't No Use in Tryin'
Flatt & Scruggs,Foggy Mountain Breakdown
Billy Strings,Turmoil & Tinfoil
Steppenwolf,Born To Be Wild
Ten Years After,Losing The Dogs - Mono
Ten Years After,Here They Come - Stereo Quad Mix
Jimi Hendrix,The Wind Cries Mary
Billy Cobham,Stratus
Booker T. & the M.G.'s,Green Onions
Count Five,Psychotic Reaction
The Rolling Stones,I Am Waiting
John Lennon,Working Class Hero - Remastered 2010
John Lennon,Instant Karma! (We All Shine On) - Remastered 2010
Chuck Berry,You Can't Catch Me - Single Version
Keith Richards,I Could Have Stood You Up - 2019 Remaster
The Rolling Stones,Walking The Dog
Pearl Jam,Infallible
Janis Joplin,Half Moon
George Harrison,Apple Scruffs - 2014 Remaster
The Beatles,Magical Mystery Tour - Remastered 2009
The Rolling Stones,"Midnight Rambler - Live From Madison Square Garden, New York/1969"
Talking Heads,Ruby Dear
The Rolling Stones,Now I've Got A Witness
John Coltrane,Mr. P.C. - Mono
Ray Charles,"What'd I Say, Pt. 1 & 2"
John Coltrane,My Favorite Things
Nina Simone,Baltimore
Duke Ellington,Take The Coltrane
Miles Davis Quintet,It Never Entered My Mind
Frank Zappa,Don't Eat The Yellow Snow
DorFuchs,Additionstheoreme
The Hykkers,I Want a Break Thru
The Psychedelic Aliens,Gbomei Adesai
WITCH,You Better Know
The Funkees,Acid Rock
Tony Allen,Never (Lagos Never Gonna Be the Same)
Teddy Chisi,Funky Lady
Songhoy Blues,Soubour
Ngozi Family,Hi Babe
Tony Allen,Secret Agent - 2022 - Remaster
The Hygrades,In The Jungle (Instrumental)
Ofege,It's Not Easy
Fela Kuti,Fefe Naa Efe
Joni Haastrup,Greetings
The Alan Parsons Project,Voyager
The Doors,Indian Summer
Led Zeppelin,Misty Mountain Hop - Alternate Mix
The Beach Boys,I Just Wasn't Made For These Times - Mono
The Doors,Blue Sunday
Florist,Unholy Faces
John Lennon,Oh Yoko! - Remastered 2010
Led Zeppelin,Black Mountain Side - 1993 Remaster
Sufjan Stevens,The Only Thing
The Beach Boys,Surf's Up
Jimi Hendrix,Drifting
The Beach Boys,Don't Talk (Put Your Head On My Shoulder) - Mono
The Kinks,This Time Tomorrow - 2020 Stereo Remaster
The Rolling Stones,Child Of The Moon
Love,Orange Skies
The Beach Boys,All I Wanna Do
The Rolling Stones,Star Star
The Rolling Stones,Mercy Mercy - Remastered 2002
The Who,I Can't Explain - Stereo Version
The Meters,Cissy Strut
Mulatu Astatke,Masenqo
Miles Davis,"Freddie Freeloader (feat. John Coltrane, Cannonball Adderley, Wynton Kelly & Paul Chambers)"
The Beach Boys,Lonely Sea (Mono)
Blind Faith,Can't Find My Way Home
Funkadelic,Can You Get To That
Miles Davis,Catembe
The Zombies,Care Of Cell 44
Quicksilver Messenger Service,Who Do You Love - Pt. 1
Jimi Hendrix,Castles Made of Sand
Jimi Hendrix,1983...(A Merman I Should Turn to Be)
Jane's Addiction,Up the Beach
David Bowie,Ashes to Ashes - 2017 Remaster
John Lennon,I'm Losing You - Remastered 2010
Rammstein,"Reise, Reise"
The Beatles,Devil In Her Heart - Remastered 2009
The Beatles,All My Loving - Remastered 2009
The Beatles,It Won't Be Long - Remastered 2009
The Beatles,All I've Got To Do - Remastered 2009
The Rolling Stones,Rip This Joint
The Rolling Stones,Tops - Remastered
Pink Floyd,I'm A King Bee
Mike Bloomfield,Man's Temptation
Jethro Tull,Cheap Day Return
The Beach Boys,Heroes And Villains - Remastered 2001
The Beach Boys,"Sail On, Sailor - Remastered 2000"
Stealers Wheel,Stuck In The Middle With You
America,A Horse with No Name
The Beach Boys,All I Wanna Do - Remastered 2009
Thelonious Monk Septet,Abide With Me
Miles Davis,"Générique - Bande originale du film ""Ascenseur pour l'échafaud"""
Justin Hurwitz,Fletcher's Song In Club
The Rolling Stones,Love In Vain
Victor Jara,Deja la Vida Volar
Victor Jara,La Partida
Victor Jara,Manifiesto
Victor Jara,No Puedes Volver Atrás
Victor Jara,El Cigarrito - 2001 Digital Remaster
Victor Jara,"Caminando, Caminando"
Victor Jara,Abre la Ventana
Victor Jara,Lamento Borincano
Victor Jara,Lo Único Que Tengo - Voz: Isabel Parra
Victor Jara,Poema 15
Claude Debussy,"Le martyre de saint Sébastien, Fragments symphoniques, L. 124: No. 1, La cour de lys"
Claude Debussy,"Images, Book 1: No. 1. Reflets dans l'eau (Reflections in the water)"
Claude Debussy,"La boîte à joujoux, L. 128: I. Le magasin de jouets"
Claude Debussy,"12 Etudes, L.136: 11. Pour les Arpèges composés"
Claude Debussy,"Debussy: Piano Trio in G Major, L. 5: I. Andantino con moto allegro"
Claude Debussy,"D'un cahier d'esquisses, CD 112"
Claude Debussy,"L'isle joyeuse, L. 106"
Dissidenten,Do The Pharaoo
Dissidenten,Path Of Rhythm
Dissidenten,The Good Old Days of Tomorrow Are Now
Dissidenten,Berlin Beduins
Wes Montgomery,While We're Young
Thelonious Monk,'Round Midnight
Thelonious Monk Septet,Crepuscule With Nellie - Breakdown
Mdou Moctar,Anna
Angelique Kidjo,Crosseyed and Painless
Salif Keita,Laban
Salif Keita,Tekere
Khaled,Hay Oudi
Deep Purple,Highway Star - Remastered 2012
"Crosby, Stills & Nash",Suite: Judy Blue Eyes - 2005 Remaster
Ten Years After,I Can't Keep From Crying Sometimes
Nightmares On Wax,Mission Venice
Mahavishnu Orchestra,Meeting of the Spirits (with John McLaughlin) - Remastered
Yes,Heart of the Sunrise - 2003 Remaster
Mahavishnu Orchestra,Vital Transformation (with John McLaughlin) - Remastered
John McLaughlin,The Way of the Pilgrim
John McLaughlin,The Dance of Maya
Jean-Luc Ponty,The Trans-Love Express
Billy Cobham,Sorcery
The Mothers Of Invention,Trouble Every Day
The Yardbirds,Happenings Ten Years Time Ago - Mono
Bob Dylan,The Man in Me
Jim Morrison,An American Prayer
The Who,My Generation - Stereo Version
Pink Floyd,Eclipse - 2011 Remastered Version
The Kinks,Victoria - Mono Mix
Fleetwood Mac,Sunny Side of Heaven
Fleetwood Mac,Second Hand News - 2004 Remaster
Fleetwood Mac,Tusk - 2015 Remaster
Fleetwood Mac,World Turning
Fleetwood Mac,The Ledge - 2015 Remaster
Fleetwood Mac,Jewel Eyed Judy - 2018 Remaster
Fleetwood Mac,Big Love - 2017 Remaster
Fleetwood Mac,Monday Morning
Fleetwood Mac,Black Magic Woman
Fleetwood Mac,Emerald Eyes
Fleetwood Mac,Angel - 2015 Remaster
Fleetwood Mac,Peacekeeper
Fleetwood Mac,I Don't Want to Know - 2004 Remaster
Fleetwood Mac,Over My Head
Fleetwood Mac,Go Your Own Way - 2004 Remaster
Fleetwood Mac,I Know I'm Not Wrong - 2015 Remaster
Fleetwood Mac,Don't Stop - 2004 Remaster
Fleetwood Mac,Remember Me - 2018 Remaster
Fleetwood Mac,Isn't It Midnight - 2017 Remaster
Fleetwood Mac,You Make Loving Fun - 2004 Remaster
Fleetwood Mac,Sisters of the Moon - 2015 Remaster
Fleetwood Mac,Think About Me - 2015 Remaster
Fleetwood Mac,Silver Springs - 2004 Remaster
Fleetwood Mac,Gypsy
Fleetwood Mac,Storms - 2015 Remaster
Fleetwood Mac,Little Lies - 2017 Remaster
Fleetwood Mac,Thrown Down
Fleetwood Mac,Bleed to Love Her
Fleetwood Mac,Dreams - 2004 Remaster
Fleetwood Mac,"Say You Love Me - Live at the Fabulous Forum, Inglewood, CA, 08/29/77"
Fleetwood Mac,Landslide
Fleetwood Mac,Everywhere - 2017 Remaster
Fleetwood Mac,I Loved Another Woman
Fleetwood Mac,Albatross
Fleetwood Mac,Dust
Fleetwood Mac,Child of Mine
Fleetwood Mac,Danny's Chant
Fleetwood Mac,Forever
Blue Öyster Cult,Then Came the Last Days of May
Fleetwood Mac,Earl Gray
Fleetwood Mac,Blood on the Floor
Fleetwood Mac,Looking For Somebody
Taste,Railway And Gun
Fleetwood Mac,My Baby's Good to Me
Rod Stewart,(I Know) I'm Losing You
Alexis Korner's Blues Incorporated,Rain Is Such a Lonesome Sound - Remastered
Fleetwood Mac,Beautiful Child - 2015 Remaster
Fleetwood Mac,That's Enough for Me - 2015 Remaster
Fleetwood Mac,Homeward Bound
Fleetwood Mac,Spare Me a Little of Your Love
Fleetwood Mac,Bare Trees
Fleetwood Mac,The Ghost
Fleetwood Mac,Underway - 2013 Remaster
Fleetwood Mac,Fighting For Madge - 2013 Remaster
Nick Drake,Time Has Told Me
Fleetwood Mac,Although the Sun Is Shining - 2013 Remaster
Fleetwood Mac,Searching for Madge - 2013 Remaster
Fleetwood Mac,World in Harmony - Alternative Take
The Rolling Stones,Winter - Remastered
Fleetwood Mac,My Dream - 2013 Remaster
Chicken Shack,Pocket
Taste,On The Boards
Strawberry Alarm Clock,Shallow Impressions
Irmin Schmidt,Broken Waltz
Irmin Schmidt,Twelve Tones
Irmin Schmidt,2 Alone
Irmin Schmidt,Dangerous
Captain Beefheart & His Magic Band,Too Much Time
CAN,Deadly Doris
John Mayall & The Bluesbreakers,The Super-Natural
Grateful Dead,China Cat Sunflower - Live in Paris 1972 Version
Stephen Stills,Song of Love
John Mayall,So Hard To Share
Fleetwood Mac,Sometimes
Grateful Dead,Crazy Fingers - 2013 Remaster
Climax Blues Band,Reap What I've Sowed
Climax Blues Band,Brief Case
Peter Green,In the Skies
Free,Oh I Wept - A New Stereo Mix
Fleetwood Mac,Without You - 2013 Remaster
Willie Dixon,The Seventh Son
The Paul Butterfield Blues Band,East-West
The Mothers Of Invention,Directly From My Heart To You
Buffalo Springfield,Rock & Roll Woman - Mono; 2018 Remaster [Mono]
Fleetwood Mac,Buddy's Song
Fleetwood Mac,Mission Bell
Fleetwood Mac,One Together
Fleetwood Mac,Hi Ho Silver
Fleetwood Mac,Rhiannon
Fleetwood Mac,Prove Your Love
Davie Jones and the King Bees,Liza Jane
Jimi Hendrix,Spanish Castle Magic
Jimi Hendrix,Night Bird Flying
Robert Lester Folsom,Heaven on the Beach with You
Eagles,Too Many Hands - 2013 Remaster
Jimi Hendrix,"Changes - Live At Fillmore East, 1970 / 50th Anniversary"
The Paul Butterfield Blues Band,Blues with a Feeling
The Paul Butterfield Blues Band,Work Song
Climax Blues Band,Seventh Son
Climax Blues Band,Everyday
Free,Travellin' In Style
Chicken Shack,Sad Clown
Canned Heat,On The Road Again
Spirit,Mr. Skin
Spirit,Gramophone Man
Fleetwood Mac,Hypnotized
John Mayall,High Pressure Living
John Mayall,Moving On
John Mayall,Chistmas 71
John Mayall,Sitting In The Rain
John Mayall,Red Sky
John Mayall,A Brief Introduction by Bill Cosby/Worried Mind
John Mayall,Do It
John Mayall,Fly Tomorrow
John Mayall,2401 - Single Version
Freddie King,Hideaway - Mono
John Mayall,First Time Alone
John Mayall,Ready To Ride
John Mayall,Someone's Acting Like A Child
John Mayall,The Devil Must Be Laughing
John Mayall,Things Go Wrong
Stephen Stills,Go Back Home
Blind Faith,Had To Cry Today
Wishbone Ash,The King Will Come
Free,Mr. Big
Procol Harum,She Wandered Through the Garden Fence - 2009 Remaster
Fleetwood Mac,Sentimental Lady
Gerd Baumann,Something's Rising
Gerd Baumann,Ora et amora
Gerd Baumann,Das letzte Zeichen
Gerd Baumann,Frau Kramer
Moby Grape,"NAKED, IF I WANT TO"
Jack Bruce,Tickets To Waterfalls
The Rolling Stones,What To Do - Mono Version
The Rolling Stones,Stupid Girl
The Rolling Stones,Doncha Bother Me
The Rolling Stones,Take It Or Leave It
Link Wray,Fire And Brimstone
Stephen Stills,Isn't It About Time
Cream,Born Under A Bad Sign
Faces,Debris
The Rolling Stones,Lady Jane - Mono Version
The Rolling Stones,Had It With You - Remastered
The Rolling Stones,Winning Ugly - Remastered
Mick Jagger,I've Been Lonely For So Long
The Rolling Stones,Dance (pt 1) - Remastered
The Rolling Stones,All About You - Remastered
John Mayall & The Bluesbreakers,Steppin' Out
The Paul Butterfield Blues Band,Mystery Train
Ten Years After,One of These Days - 2004 Remaster
Jethro Tull,My God
Jethro Tull,A Song for Jeffrey - Mono
Bill Frisell,Rumble
Wishbone Ash,Blowin' Free
Creedence Clearwater Revival,Lookin' Out My Back Door
Frank Zappa,Camarillo Brillo
Steely Dan,Rikki Don't Lose That Number
Climax Blues Band,Mighty Fire
Climax Blues Band,Standing By a River
Steve Miller Band,Rock'n Me
Climax Blues Band,Couldn't Get It Right
Steve Miller Band,Take The Money And Run
Climax Blues Band,"Hey Baby, Everything's Gonna Be Alright, Yeh Yeh Yeh"
Climax Blues Band,Using the Power
Climax Blues Band,I Am Constant
Led Zeppelin,Bron-Yr-Aur - Remaster
Black Sabbath,Paranoid
Pearl Jam,Daughter - Remastered
Pearl Jam,Wishlist
Boston,More Than a Feeling
Donovan,Get Thy Bearings
CAN,Sing Swan Song
Scott Walker,30 Century Man
CAN,Little Star of Bethlehem
The Rolling Stones,Fingerprint File - Remastered
The Rolling Stones,Ain't Too Proud To Beg - Remastered
The Rolling Stones,Till The Next Goodbye - Remastered
The Rolling Stones,If You Really Want To Be My Friend - Remastered
The Rolling Stones,It's Only Rock'n'Roll (But I Like It) - Remastered 2009
Ten Years After,Turned off T.V. Blues - 2017 Remaster
The Rolling Stones,Out Of Time - Edit Version
Thin Lizzy,Banshee
Led Zeppelin,Sick Again - Remaster
The Who,Trick Of The Light
The Rolling Stones,Suck On The Jugular - Remastered
Ten Years After,Working on the Road - 2017 Remaster
Temple Of The Dog,Hunger Strike
Led Zeppelin,In the Evening - Remaster
The Rolling Stones,When The Whip Comes Down - Remastered
The Rolling Stones,Tell Me - Full Version / Mono Version
The Rolling Stones,Brown Sugar
The Rolling Stones,Come On - Mono Version
The Rolling Stones,Jumpin' Jack Flash - Mono Version
The Rolling Stones,Heart Of Stone - Stereo Version / Remastered 2002
Taste,What's Going On
The Rolling Stones,Love In Vain - Live / Remastered 2009
The Yardbirds,The Train Kept A-Rollin' - 2015 Remaster
Jethro Tull,Song For Jeffrey - Remastered 2018
Dire Straits,Southbound Again
Led Zeppelin,Baby Come on Home - Remastered
The Yardbirds,Crying Out For Love
Keith Richards,Hate It When You Leave
John Mayall,Walking On Sunset
Peter Green,Proud Pinto
The Rolling Stones,Just Your Fool
The Rolling Stones,Brown Sugar - Remastered 2009
The Rolling Stones,Fool To Cry - Remastered 2009
The Rolling Stones,Dancing With Mr. D
The Rolling Stones,Emotional Rescue - Remastered 2009
The Rolling Stones,Angry
The Rolling Stones,"Dancing With Mr. D - Live At The Gelredome, Arnhem"
The Rolling Stones,Harlem Shuffle
"Blood, Sweat & Tears",And When I Die
John Lennon,Crippled Inside - Remastered 2010
Bill Frisell,Surfer Girl
"Blood, Sweat & Tears",Lucretia Mac Evil
Kenny Burrell,Chitlins Con Carne
Thelonious Monk,Bloomdido
Thelonious Monk,Monk's Dream - Take 8
Thelonious Monk,Introduction by George Wein - Live
Thelonious Monk,I'm Confessin' (That I Love You)
Thelonious Monk,Boo Boo's Birthday
Thelonious Monk,Between the Devil and the Deep Blue Sea
Mulatu Astatke,Tezeta (Nostalgia)
Sun Ra,Of Wounds And Something Else
Yusef Lateef,Love Theme From Spartacus - Rudy Van Gelder Remaster / 2006
Philip Glass,The Grid
Eric Burdon & the Animals,Good Times
Stephan Bodzin,Singularity
Lee Morgan,The Sidewinder
Vangelis,Dervish D.
Chet Baker,My Funny Valentine
Rabih Abou-Khalil,On A Bus
Rabih Abou-Khalil,Nafas
Anouar Brahem,Astrakan Café - 1
Eric Dolphy,Hat And Beard
Irmin Schmidt,Burning Straw in Sky
Anouar Brahem,Halfaouine
Irmin Schmidt,Le Weekend
Aram Khachaturian,Gayane Suite No. 3: IV. Gayane's Adagio
Jon Hassell,Chemistry
Irmin Schmidt,Kick on the Floods
Claude Debussy,"Prélude à l'après-midi d'un faune, CD 87a"
Maurice Ravel,"Ravel: Ma mère l'Oye, M. 60: V. Le jardin féerique"
Irmin Schmidt,Bohemian Step
Ludovico Einaudi,Una Mattina
Yann Tiersen,La Valse d'Amélie - Version piano
Irmin Schmidt,Rote Erde - Titel Musik
Rahsaan Roland Kirk,Theme for the Eulipions
Soft Machine,Why Are We Sleeping?
Embryo,Maroc Mix
Anouar Brahem,Astrakan Café - 2
Rabih Abou-Khalil,Banker's Banquet
Dissidenten,Morock'n Roll - Bonus: SingleEdit
Embryo,Radio Marrakesch / Orient Express
Anouar Brahem,Nihawend lunga
Loy Ehrlich,Train bleu des savanes (Intro) [Live]
Tinariwen,Sastanàqqàm
Liya Ag Ablil,Awa adounia
Tamikrest,Fassous Tarahnet (Live)
Tinariwen,Toumast Tincha
King Crimson,The Power To Believe (Pt. I)
Zakir Hussain,Water Girl
Hamid Baroudi,Ghaddar
Anouar Brahem,Raf Raf
Zakir Hussain,Zakir
Cheb Mami,Ma vie 2 fois
Hasna el Becharia,Hakmet lakdar
Majid Bekkas,Sahara Blues
The Yardbirds,Heart Full of Soul - 2015 Remaster
The Mamas & The Papas,California Dreamin' - Single Version
Pink Floyd,On The Highway - Zabriskie Point Remix
Pink Floyd,The Riot Scene - Zabriskie Point Remix
The Who,The Seeker - Original Single A-Side Mix
Eric Burdon & the Animals,San Franciscan Nights
Iron Butterfly,In-A-Gadda-Da-Vida - Single Version
Grateful Dead,Doin' That Rag - 2013 Remaster
The Doors,Soul Kitchen
Iron Butterfly,My Mirage
Ultimate Spinach,Fifth Horseman of the Apocalypse
The Kinks,Waterloo Sunset
The Kinks,The Contenders - 2014 Remastered Version
Erik Satie,"Satie / Orch. Debussy: 3 Gymnopédies: No. 1, Lent et douloureux"
Terry Riley,A Rainbow in the Curved Air - Instrumental
Iron Butterfly,Most Anything You Want
Bob Dylan,Visions of Johanna
Grateful Dead,Throwing Stones - 2013 Remaster
Grateful Dead,Built to Last - 2013 remaster
The Doors,The WASP (Texas Radio and the Big Beat)
Iron Butterfly,Are You Happy
Gustav Holst,"The Planets, Op. 32: 1. Mars, the Bringer of War"
Mason Williams,Classical Gas
"Blood, Sweat & Tears","Variation on a Theme by Erik Satie (1st Movement - Adapted from ""Trois Gymnopedies"")"
Brian Eno,An Ending (Ascent) - Remastered 2005
The Rolling Stones,Confessin' The Blues
Tommy Bolin,Shake The Devil
Canned Heat,The Road Song
Cream,Those Were The Days
Ten Years After,Love Until I Die
Eric Clapton,Mainline Florida
Eric Clapton,Please Be With Me
Ten Years After,Losing The Dogs
Cream,N.S.U.
Eric Clapton,Give Me Strength
Free,The Stealer
Muddy Waters,Rollin' Stone
Bo Diddley,Diddley Daddy
The Rolling Stones,Sweet Sounds Of Heaven (feat. Lady Gaga)
The Rolling Stones,Tell Me Straight
The Rolling Stones,Driving Me Too Hard
The Rolling Stones,Rolling Stone Blues
Pearl Jam,Inside Job
Ten Years After,Let the Sky Fall - Stereo Quad Mix
Tommy Bolin,Teaser
Ten Years After,As the Sun Still Burns Away - 2017 Remaster
Fleetwood Mac,Rattlesnake Shake - 2013 Remaster
Traffic,Here Comes A Man
The Rolling Stones,Whole Wide World
The Rolling Stones,Dreamy Skies
The Rolling Stones,Mess It Up
The Rolling Stones,Bite My Head Off
Big Brother & The Holding Company,Combination of the Two
The Rolling Stones,Live By The Sword
Pearl Jam,Unemployable
Traffic,Nowhere Is Their Freedom
Fleetwood Mac,Closing My Eyes - 2013 Remaster
The Rolling Stones,Get Close
The Rolling Stones,Depending On You
John Coltrane,Equinox
Traffic,Shoot Out At The Fantasy Factory
Brian Eno,The Carrier
Lee Morgan,The Sidewinder - Remastered 1999/Rudy Van Gelder Edition
The Rolling Stones,Factory Girl - 50th Anniversary Edition
Dissidenten,Love Supreme
The Rolling Stones,Soul Survivor
The Rolling Stones,Sweet Neo Con - Remastered
The Rolling Stones,Let Me Down Slow - Remastered
Irmin Schmidt,Flavia Theme
The Rolling Stones,I Don't Know Why (Aka Don't Know Why I Love You)
The Rolling Stones,I Want To Be Loved - Mono Version
The Rolling Stones,2000 Light Years From Home
Claude Debussy,"Rêverie, L. 68"
Claude Debussy,"Clair de Lune, L. 32"
Claude Debussy,"Suite bergamasque, L. 75: Clair de lune"
Claude Debussy,"Suite Bergamasque, L. 75: III. Clair de lune (Andante très expressif)"
Alena Cherny,Gnossienne No. 1
Claude Debussy,"Debussy: 2 Arabesques, CD 74, L. 66: No. 1, Andantino con moto"
Frédéric Chopin,"Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth."
Frédéric Chopin,"Nocturne en Mi Bémol Majeur, Op. 9 No. 2"
John McLaughlin,Arjen's Bag
Return To Forever,Where Have I Danced With You Before
John McLaughlin,Phenomenon: Compulsion
John McLaughlin,Peace One
John McLaughlin,Extrapolation
The Rolling Stones,Congratulations - Mono Version
The Rolling Stones,"Surprise, Surprise - Mono Version / Remastered 2002"
The Rolling Stones,Get Off Of My Cloud - Mono Version
The Rolling Stones,Long Long While - Mono Version / Remastered 2002
The Doors,My Eyes Have Seen You
Wayne Shorter,Footprints - Remastered
Miles Davis,Backyard Ritual - Remastered Version
Bill Frisell,Smilin' Jones
"Blood, Sweat & Tears",Spinning Wheel
Sun Ra,Horoscope
Pharoah Sanders,Naima
Frank Zappa,Regyptian Strut
The Rolling Stones,Plundered My Soul
The Rolling Stones,19th Nervous Breakdown - Mono
The Rolling Stones,Grown Up Wrong
The Rolling Stones,"Surprise, Surprise"
The Rolling Stones,Time Is On My Side - Mono Version / Organ Intro
The Rolling Stones,Country Honk
The Rolling Stones,Look What You've Done - Mono Version
The Rolling Stones,The Singer Not The Song - Mono Version
Billie Holiday,Stormy Weather
Bob James,Angela (Theme From Taxi)
Nina Simone,Love Me Or Leave Me
Nina Simone,Suzanne
Angelo Badalamenti,Dance of the Dream Man - Instrumental
Nina Simone,I Wish I Knew How It Would Feel to Be Free
Keith Jarrett,Country
The Rolling Stones,Tell Me - Mono
The Rolling Stones,Long Long While - Mono
The Rolling Stones,Off The Hook - Mono Version
The Peanut Butter Conspiracy,Flight of the Psychedelic Bumble Bee
Love,A House Is Not a Motel - 2015 Remaster
Jimi Hendrix,Third Stone From The Sun
The Byrds,Draft Morning
Béla Fleck and the Flecktones,Big Country
Townes Van Zandt,Lungs
Dissidenten,Without Money We'd All Be Rich
Dissidenten,Mata Hari - Live
Dissidenten,Bajka's Gnaoui
Dissidenten,Inshallah
The Rolling Stones,Dear Doctor - 50th Anniversary Edition
The Rolling Stones,Down The Road Apiece
Zucchero,Un Kilo
Ronnie Wood,I Got Lost When I Found You
The Police,Next To You
Ronnie Wood,Am I Grooving You
Ronnie Wood,Worry No More
Paul McCartney,Cut Me Some Slack
The Black Crowes,Sometimes Salvation
Mick Jagger,Think
Pink Floyd,Young Lust - 2011 Remastered Version
Pink Floyd,Learning To Fly - 2011 Remastered Version
SuperHeavy,Never Gonna Change
Zucchero,Senza Una Donna
René Aubry,La grande cascade
René Aubry,The Rocket Take Off
René Aubry,"The Desert, Pt. 1"
René Aubry,Fil de verre
René Aubry,The Deep Dark Wood
René Aubry,I Feel Good
René Aubry,Séduction
René Aubry,Guitare bambou
René Aubry,Replay
René Aubry,Zog
René Aubry,This Is the Sky
René Aubry,Looking for Stick Man
René Aubry,Children on the Bridge
René Aubry,Piccola Pioggia
René Aubry,The Green Bird
René Aubry,Lurglestrop
René Aubry,Water Falls
René Aubry,Ocean Storm
René Aubry,The Lake
Anouar Brahem,The Lover Of Beirut
Nils Frahm,Because This Must Be
Yann Tiersen,La valse d'Amélie
Yann Tiersen,Dispute
Yann Tiersen,L'autre valse d'Amélie
Anouar Brahem,Le pas du chat noir
Anouar Brahem,Leila au pays du carrousel
Small Faces,You Need Loving
Erik Satie,"3 Gymnopédies: No. 1, Lent et douloureux"
Joachim Kühn,Dahin
Joachim Kühn,Good Mood
Joachim Kühn,Peace Piece
Joachim Kühn,White Widow
Joachim Kühn,Rabih's Delight
Yusef Lateef,Psychicemotus
Herbie Hancock,Watermelon Man - Remastered
Yusef Lateef,The Plum Blossom - Rudy Van Gelder Remaster
Yusef Lateef,Like It Is - Remastered
Yusef Lateef,Bishop School
Yusef Lateef,Nubian Lady - 1972
Yusef Lateef,Eastern Market
Yusef Lateef,Othelia - Remastered
Yusef Lateef,Blues For The Orient - Rudy Van Gelder Remaster
Yusef Lateef,Bamboo Flute Blues
Morphine,Cure for Pain
The Black Crowes,Sting Me
Jimi Hendrix,"Killing Floor - Live at The Hollywood Bowl, Hollywood, CA - August 18, 1967"
The Black Crowes,Jealous Again
Elliott Smith,Waltz #2 (XO)
Jeff Buckley,Last Goodbye
Red Hot Chili Peppers,Road Trippin'
Queens of the Stone Age,Regular John
Horace Silver,Song For My Father
John Coltrane,Naima - Mono
Yusef Lateef,Buddy and Lou
Yusef Lateef,Juba Juba - Remastered
Yusef Lateef,Russell and Eliot
Chet Atkins,Jam Man
